0,0.208333,0.416667,0.625,0.833333,1.04167,1.25,1.45833,1.66667,1.875,2.08333,2.29167,2.5,2.70833,2.91667,3.125,3.33333,3.54167,3.75,3.95833,4.16667,4.375,4.58333,4.79167,5,
0,0.208333,0.416667,0.625,0.833333,1.04167,1.25,1.45833,1.66667,1.875,2.08333,2.29167,2.5,2.70833,2.91667,3.125,3.33333,3.54167,3.75,3.95833,4.16667,4.375,4.58333,4.79167,5,
0,0.208333,0.416667,0.625,0.833333,1.04167,1.25,1.45833,1.66667,1.875,2.08333,2.29167,2.5,2.70833,2.91667,3.125,3.33333,3.54167,3.75,3.95833,4.16667,4.375,4.58333,4.79167,5,
0,0.208333,0.416667,0.625,0.833333,1.04167,1.25,1.45833,1.66667,1.875,2.08333,2.29167,2.5,2.70833,2.91667,3.125,3.33333,3.54167,3.75,3.95833,4.16667,4.375,4.58333,4.79167,5,
0,0.208333,0.416667,0.625,0.833333,1.04167,1.25,1.45833,1.66667,1.875,2.08333,2.29167,2.5,2.70833,2.91667,3.125,3.33333,3.54167,3.75,3.95833,4.16667,4.375,4.58333,4.79167,5,
0,0.208333,0.416667,0.625,0.833333,1.04167,1.25,1.45833,1.66667,1.875,2.08333,2.29167,2.5,2.70833,2.91667,3.125,3.33333,3.54167,3.75,3.95833,4.16667,4.375,4.58333,4.79167,5,
0,0.208333,0.416667,0.625,0.833333,1.04167,1.25,1.45833,1.66667,1.875,2.08333,2.29167,2.5,2.70833,2.91667,3.125,3.33333,3.54167,3.75,3.95833,4.16667,4.375,4.58333,4.79167,5,
0,0.208333,0.416667,0.625,0.833333,1.04167,1.25,1.45833,1.66667,1.875,2.08333,2.29167,2.5,2.70833,2.91667,3.125,3.33333,3.54167,3.75,3.95833,4.16667,4.375,4.58333,4.79167,5,
0,0.208333,0.416667,0.625,0.833333,1.04167,1.25,1.45833,1.66667,1.875,2.08333,2.29167,2.5,2.70833,2.91667,3.125,3.33333,3.54167,3.75,3.95833,4.16667,4.375,4.58333,4.79167,5,
0,0.208333,0.416667,0.625,0.833333,1.04167,1.25,1.45833,1.66667,1.875,2.08333,2.29167,2.5,2.70833,2.91667,3.125,3.33333,3.54167,3.75,3.95833,4.16667,4.375,4.58333,4.79167,5,
